lni_edition,year,filename,label_research_software,label_justification,status
lni262,2016,119.pdf,1,"The article discusses the development of a serious game-based learning platform (SeCom2.0) that includes a game component, a learning management system (LMS), and a content management system (CMS). The description of the game system, including its scenario editor and the integration of external data sources, indicates the presence of software developed specifically for educational and research purposes in flood risk management.",success
lni262,2016,125.pdf,1,"The article discusses the implementation of an automated online proctoring system, which involves the use of software for identity verification and monitoring during online assessments. It mentions specific software solutions like SMOWL and their functionalities, indicating that research software is integral to the study's methodology.",success
lni262,2016,137.pdf,1,"The article discusses the development and implementation of a mobile and web-based application designed to support the organization and execution of examinations (Massenklausuren). It details the use of specific programming languages (Java) and libraries (e.g., Barbecue for barcode generation) to create the software, indicating that it includes research software developed for a specific research purpose.",success
lni262,2016,149.pdf,1,"The article discusses the bwLehrpool project, which involves the development of a platform for conducting electronic examinations in virtualized environments. It mentions the use of virtual machines and specific software configurations for secure testing environments, indicating the presence of software components created for research purposes. Additionally, the article outlines the technical setup and software requirements for conducting e-exams, which implies the existence of research software.",success
lni262,2016,155.pdf,1,"The article describes the development of an authoring system for creating adaptive mobile learning applications, specifically mentioning the application 'PULSQL' and its functionalities. This indicates the presence of software developed for research purposes, including algorithms and workflows related to adaptive learning.",success
lni262,2016,167.pdf,1,"The article describes the design and implementation of a learning application that facilitates documentation and reflection of experiences in real professional situations. It details the technical implementation, including the use of a mobile app and web application, which indicates the presence of software developed for research purposes. Additionally, it discusses the architecture and functionalities of the application, suggesting that source code and algorithms were created as part of the research process.",success
lni262,2016,17.pdf,0,"The article discusses concepts and frameworks related to mobile learning and technology-enhanced learning but does not mention any specific research software, source code, algorithms, or computational workflows developed as part of the research. Therefore, it does not contain research software.",success
lni262,2016,179.pdf,1,"The article describes the development of a virtual reality learning application called 'HardDrive Exchange,' which was implemented using the Unity3D engine and C#. It mentions the use of the CORPUS framework for Natural User Interfaces, indicating the presence of source code and algorithms created for the research purpose of simulating hard drive exchanges in a SAN. Therefore, it contains research software.",success
lni262,2016,19.pdf,0,"The article discusses educational initiatives and projects aimed at engaging students in computer science, but it does not mention any specific research software, source code, algorithms, or computational workflows developed as part of the research process.",success
lni262,2016,191.pdf,1,"The article discusses the Audience Response System eduVote, which is a software-based system used for conducting surveys and collecting feedback in educational settings. It describes the functionalities of the software, its implementation, and its impact on teaching and learning, indicating that it is a research software developed for educational purposes.",success
lni262,2016,203.pdf,1,"The article discusses automated assessment tools such as RefMod-Miner and JACK, which are described as research prototypes developed for analyzing business process models. These tools involve algorithms and computational workflows specifically created for the purpose of evaluating modeling tasks in an educational context, indicating the presence of research software.",success
lni262,2016,215.pdf,1,"The article discusses the development and implementation of Graja, an automated grading tool for Java programming assignments, which is explicitly mentioned as a research software. It details the ProFormA task format and the integration of various testing tools, indicating that source code and algorithms were created for the purpose of research in e-assessment.",success
lni262,2016,221.pdf,1,"The article discusses the use of an E-Assessment system called JACK, which is developed for educational purposes, specifically for assessing students in a blended-learning mathematics course. This indicates the presence of research software as it involves computational workflows and systems created for research and educational purposes.",success
lni262,2016,23.pdf,1,"The article discusses the implementation of 21 different recommendation algorithms based on various techniques such as Collaborative Filtering, Singular Value Decomposition, and Social Network Analysis. It mentions the use of Mahout for implementing these algorithms, indicating the presence of research software in the form of algorithms and scripts developed for the study.",success
lni262,2016,233.pdf,1,"The article discusses the MoodlePeers plugin, which is a software tool developed for automated group formation in E-Learning systems. It includes the use of the GroupAL algorithm for grouping students based on psychological characteristics, indicating that it contains research software created for a specific research purpose.",success
lni262,2016,245.pdf,0,"The article discusses the implementation of data protection measures and the evaluation of educational support programs, but it does not mention any specific research software, algorithms, or computational workflows created during the research process. The focus is primarily on data collection and analysis methods rather than on software development.",success
lni262,2016,257.pdf,1,"The article discusses the development of an inclusive E-Learning software system called LAYA, which involves the implementation of various features and concepts based on user requirements. It mentions the use of PHP, Laravel framework, and MySQL for the system's development, indicating that source code and software components were created for research purposes.",success
lni262,2016,271.pdf,1,"The article discusses the use of moodle learning modules developed for educational purposes, which implies the existence of software tools or platforms used in the research process. Specifically, it mentions instructional texts and exercises that are part of the moodle modules, indicating that there is software involved in the educational intervention being studied.",success
lni262,2016,273.pdf,0,"The article discusses the concept of a 'Forschungswerkstatt' and its interdisciplinary collaboration but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. It focuses on organizational and educational aspects rather than software development.",success
lni262,2016,277.pdf,1,"The article discusses the StaySmart learning system, which is based on the Moodle platform and utilizes the competence tool exabis. These systems involve software components that were developed for educational purposes, indicating the presence of research software.",success
lni262,2016,281.pdf,0,"The article discusses quality assurance in E-Assessments and mentions the use of E-Assessment software, but it does not provide any details about specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni262,2016,285.pdf,1,"The article discusses the implementation of the E-Teaching-Badge system, which involves the use of web forms and the Open Badge infrastructure. It mentions the use of a library (FPDF) for generating PDF documents and describes the process of creating and managing digital badges, indicating the presence of software components developed for research purposes.",success
lni262,2016,289.pdf,0,"The article discusses the analysis of GUI components in video learning environments and presents findings based on a content analysis of existing platforms. It does not mention the development or use of any specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni262,2016,293.pdf,1,"The article discusses the development of Campus.UP, a customizable digital learning and working environment that utilizes the open-source portal solution Liferay. It mentions that all functionalities were implemented as portlets and that the developments are accessible on GitHub, indicating the presence of source code and software created for research purposes.",success
lni262,2016,297.pdf,0,"The article discusses a feasibility study for a video portal in higher education but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. It focuses on the analysis and evaluation of existing video portal solutions rather than the development of new software.",success
lni262,2016,301.pdf,1,"The article discusses the ProFormA Middleware, which is a system designed to connect learning management systems with grading systems for programming assessments. It mentions the use of an XML-based exchange format and outlines the architecture and functionality of the middleware, indicating that it involves software development for educational purposes. Additionally, references to specific systems and their integration suggest the presence of software components created for research and educational use.",success
lni262,2016,305.pdf,1,"The article discusses the development of a Knowledge Base and a matching algorithm designed to facilitate the implementation of instructional patterns in educational settings. The mention of a 'matching algorithm' indicates the presence of computational methods or scripts that were created for research purposes, which qualifies as research software.",success
lni262,2016,309.pdf,0,"The article discusses the use of social media for self-organized learning among students but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni262,2016,313.pdf,0,"The article discusses a project focused on evaluating and comparing video portal solutions for educational purposes, but it does not mention the development or use of specific research software, source code, or computational workflows created during the research process.",success
lni262,2016,319.pdf,1,"The article discusses the development of a custom toolchain for programming the LEGO Mindstorms EV3 in ANSI-C, which includes a plug-in, an API, and a cross-compiler. These components are explicitly created for research and educational purposes, indicating the presence of research software.",success
lni262,2016,323.pdf,1,"The article discusses the development and implementation of a computer-based testing system (TAO) for measuring music competencies, which is identified as an open-source software. It details the use of web technologies and the creation of multimedia test items, indicating that software was developed specifically for the research purpose of assessing music competencies.",success
lni262,2016,327.pdf,1,"The article describes the CuCoMaG application, which is a web-based role-playing environment that includes a chat application and a group reflection tool. It mentions the use of AIML for the chatbot implementation and a multi-agent architecture based on SQLSpaces, indicating the presence of algorithms and scripts developed for the research purpose of training customer complaint management skills.",success
lni262,2016,331.pdf,1,"The article discusses the development of Campus.UP, a customizable digital learning and working environment that integrates various IT services and tools. It mentions the implementation of specific functionalities such as creating workspaces, managing portfolios, and integrating with other services, which implies the existence of software components and algorithms developed for these purposes.",success
lni262,2016,335.pdf,1,"The article discusses the development of an online learning platform that includes interactive programming exercises implemented using HTML, CSS, JavaScript, and Google Blockly. It specifically mentions the creation of executable visual code blocks and the generation of pseudo-code, which indicates the presence of research software developed for educational purposes.",success
lni262,2016,339.pdf,1,"The article discusses the development of the ThermoFind app, which includes the use of a hybrid framework (Cordova) and a JavaScript library (contactJS) for context detection. It mentions that the app's source code is primarily written in HTML, CSS, and JavaScript, indicating the presence of research software created for the purpose of diagnosing and resolving network issues.",success
lni262,2016,35.pdf,1,"The article discusses the adaptation of the open-source virtual classroom software BigBlueButton for accessibility purposes, specifically for blind users. It mentions the implementation of a prototype called TactileBBB, which involves programming in C# and utilizes the BrailleIO framework. This indicates the presence of research software developed for the study.",success
lni262,2016,47.pdf,0,"The article discusses the use of eLectures and their impact on student procrastination but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni262,2016,59.pdf,1,"The article discusses the mobile application Reflect.UP, which was developed to support students during their studies. It details the implementation of the app, including the use of frameworks like PhoneGap and technologies such as HTML5, CSS3, and JavaScript. This indicates the presence of software development and computational workflows related to the research purpose of enhancing student reflection and support.",success
lni262,2016,71.pdf,1,"The article discusses the development and use of an electronic schoolbook (inf-schule) that is available online and utilizes open standards and web technologies. It mentions the use of a local server (XAMPP/MAMP/LAMP) for testing changes, which implies the presence of software components. Additionally, the article describes the collaborative development process involving various authors, suggesting that software tools and scripts may have been created or utilized in the process of developing the electronic schoolbook.",success
lni262,2016,83.pdf,1,"The article discusses the ConceptCloud application, which aggregates and visualizes learner-generated content through computational methods. It involves algorithms for vocabulary extraction and semantic analysis, indicating the presence of research software developed for educational purposes.",success
lni262,2016,89.pdf,1,"The article describes the development of a Video-Lab for analyzing physical phenomena in videos, which includes interactive tools for extracting physical parameters. This indicates the presence of software created for research purposes, specifically for educational and experimental analysis in a classroom setting.",success
lni262,2016,95.pdf,1,"The article describes the design and implementation of a learning game called 'Lost in Antarctica,' which involves various interactive elements and software components for educational purposes. The game includes features such as avatar creation, levels with specific tasks, and a point system, indicating the presence of software developed for research and educational objectives.",success
lni273,2017,B1 Ein Assistent zur Konzeption von Lernauftraegen fuer das Lernen am Produktionsarbeitsplatz.pdf,1,"The article describes the development and implementation of a digital assistant as a plugin for the Moodle learning environment, which guides experienced employees in creating learning units. This indicates the presence of research software, as it involves the creation of a software tool (the assistant) specifically designed for educational purposes in a production context.",success
lni273,2017,B10 Zielgruppengerechte App-Icons fuer Seniorinnen und Senioren.pdf,0,"The article discusses the development of an icon set for senior users and includes a study on the understandability of icons, but it does not mention any research software, source code, algorithms, or computational workflows created during the research process.",success
lni273,2017,B11 Motiviert an die strukturierte Testfallermittlung.pdf,1,"The article discusses the development and implementation of a custom Moodle plugin called 'findcases' for structured test case determination, which is a form of research software. This plugin includes algorithms and functionalities specifically designed to facilitate the learning process in software engineering, indicating that it was created for a research purpose.",success
lni273,2017,B12 LearningView - ein digitales Werkzeug zur Unterstuetzung eines offenen Unterrichts.pdf,1,"The article discusses the development of LearningView, a digital tool designed to support open teaching methods and facilitate self-directed learning for students. It describes the tool's functionalities, including task selection, documentation, and reflection on learning processes, indicating that it is a software developed for educational research purposes. Additionally, the article mentions that LearningView is available for testing and use, further supporting the classification that it contains research software.",success
lni273,2017,"B13 Vorgehensmodell zur Identifikation, Aufnahme und Aufbereitung von Prozesswissen in der Industrie 4.0.pdf",1,"The article discusses the development of the APPsist assistance system, which is described as a mobile, context-sensitive, and intelligent-adaptive system for knowledge provision and action support in Industry 4.0. It mentions a service-oriented architecture and the use of an ontology to connect components and knowledge content, indicating the presence of software components developed for research purposes.",success
lni273,2017,B14 Entwicklung einer Evaluation fuer Blended Learning Konzepte.pdf,0,"The article discusses the development of an evaluation instrument for blended learning but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. It focuses on theoretical frameworks and methodologies rather than software development.",success
lni273,2017,B15 Schnell zu erfassen Ein Komplexitaetsmass fuer Mehrfachauswahlfragen.pdf,0,"The article discusses the development of a metric for measuring the complexity of multiple-choice questions and includes validation through analysis and a user study. However, it does not mention any specific research software, source code, algorithms, or computational workflows created for this purpose. The focus is on the theoretical framework and findings rather than on software development.",success
lni273,2017,B17 Digitalisierte Hochschuldidaktik- Qualitaetssicherung von Pruefungen mit dem E-Assesment-Literacy-tool EAs.LiT.pdf,1,"The article discusses the E-Assessment-Literacy-Tool (EAs.LiT), which is described as a web-based system developed for collaborative item creation in e-assessments. It mentions that the tool is implemented as a plugin for WordPress and that documentation and source code are available on GitHub. This indicates the presence of research software, as it includes source code and algorithms developed for a specific research purpose.",success
lni273,2017,B18 Metriken zur Messung von Lernerfolg im Informatik-Grundlagen-Unterricht.pdf,1,"The article describes a newly developed tool that measures metrics related to student learning success in programming exercises. This tool is an extension used within the BlueJ development environment, which collects and analyzes programming behavior data. The description of the tool's functionality, including real-time data collection and analysis, indicates that it involves software developed specifically for research purposes.",success
lni273,2017,B19 Beyond Lockdown- Towards Reliable e-Assessment.pdf,1,"The article discusses a novel approach called LogDown, which is a client-server architecture designed for e-Assessment. It outlines the functionality and implementation details of this software, indicating that it was created for research purposes to enhance the security of digital examinations. The paper also mentions the need for a prototype implementation, further supporting the presence of research software.",success
lni273,2017,"B2 Mobile Web-Technologien im Sport- Konzeption, Entwicklung und Evaluation eines Trainingsassistenten.pdf",1,"The article discusses the development of a mobile training assistant (TASI) using various web technologies, including PHP, MySQL, HTML5, CSS3, and JavaScript. It describes the implementation of a dynamic website and mentions the creation of a prototype that involves coding and software development, which qualifies as research software.",success
lni273,2017,B20 Digitale Signierung elektronischer Pruefungen- Organisation und Arbeitsumgebung im Pruefungsraum .pdf,1,"The article discusses the development of a module for integrating a digital signature environment into Moodle, which indicates the creation of software components for research purposes. Additionally, it mentions the use of a custom user interface for managing exam processes, suggesting the presence of software developed specifically for the electronic examination system.",success
lni273,2017,B21 Automatische Sammlung von Aktivitaeten Lerndender in offenen Lernumgebungen und deren Nutzung in einer Lerntagebuchanwendung.pdf,1,"The article describes the implementation of a Lerntagebuchanwendung (learning diary application) as a smartphone app, which includes functionalities for planning and reflecting on learning activities. It also mentions the use of a Learning Record Store (LRS) and the integration of various components, indicating the presence of software developed for research purposes.",success
lni273,2017,B22 Gefuehrte Auswahl von IT-basierten LehrLern-Werkzeugen.pdf,1,"The article discusses the development of a prototype system called Auditorium Mobile Classroom Service (AMCS), which includes a guided selection algorithm for IT-based teaching/learning tools. This indicates the presence of software developed for research purposes, specifically aimed at enhancing educational practices. The text describes the functionalities and implementation of this software, confirming that it qualifies as research software.",success
lni273,2017,B23 Planung von Schulunterricht- Automatisches Feedback zur Reflexionsanregung ueber eigene Unterrichtsentwuerfe.pdf,1,"The article discusses the implementation of an automatic feedback system within the PLATON software, which is a tool designed for lesson planning. This indicates the presence of research software developed for educational purposes, specifically for providing feedback on teaching plans.",success
lni273,2017,B24 Analytics Prototype for Data Driven Decision Making for Bkended Learning Strategies in HEI.pdf,1,"The article describes the development of a web-based analytics prototype that visualizes usage statistics and analytics from a learning platform. It includes details about the software architecture, data management, and user interface, indicating that source code and algorithms were created for research purposes. The mention of a RESTful application engine and the use of a JavaScript chart library further supports the presence of research software.",success
lni273,2017,B25 A Conversiationak Agent for the Improvement of Human Reasoning Skills.pdf,1,"The article describes the development of a conversational agent named Liza, which was programmed from scratch in Java and involves various components such as a Control Unit, Parser, and User Evaluation. This indicates the presence of source code and algorithms created specifically for the research purpose of improving human reasoning skills.",success
lni273,2017,B26 Ein Lueckentext-Test zur Beherrschung einer Programmiersprache.pdf,0,"The article discusses an experimental approach to assessing programming language comprehension using a C-test adaptation, but it does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. The focus is on the methodology and evaluation of the test rather than on software development.",success
lni273,2017,B27 SensoMot-Sensorische Erfassung von Motivationsindikatoren zur Steuerung adaptiver Lerninhalte.pdf,1,"The article discusses the development and use of the CBA-ItemBuilder, which is described as an authoring system for creating adaptive learning content. It also mentions the integration of a SensoMot app that collects and processes sensor data, indicating the presence of software components created for research purposes.",success
lni273,2017,B28 Generalisierbarkeit von Gamification-Ansaetzen in E-Learning - eine explorative Studie.pdf,1,The article describes a practical implementation where participants developed a multiplayer game in JavaScript as part of a software development internship. This indicates the presence of research software in the form of source code and scripts created during the research process.,success
lni273,2017,B29 Empirische Untersuchung des EGameFlow eines Serious Games zur Verbesserung des Lernerfolgs.pdf,0,"The article discusses the EGameFlow model and its application in a serious game for educational purposes, but it does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. The focus is on empirical investigation and evaluation rather than on the development or use of software.",success
lni273,2017,B3 Hybride Lernraeume fuer Innovationsprozesse.pdf,0,"The article discusses the design and planning of hybrid learning spaces and the development of design patterns for these environments. It does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",success
lni273,2017,B30 Spielend leicht Lernspiele entwickeln - Ein Framework fuer Miltitouch-Lernspiele.pdf,1,"The article discusses the development of a Multitouch-Learning-Game Framework (MTLG) that facilitates the creation of educational games. It details the software architecture, including the use of HTML5, JavaScript, and the CreateJS library, which indicates the presence of source code and algorithms developed for research purposes. Additionally, the framework is intended for both educational and research applications, further supporting the classification that it contains research software.",success
lni273,2017,B31 Simulationsfall Nohra  SimCity als etabliertes Lehrmedium in der universitaeren Hochschulausbildung.pdf,1,"The article discusses the use of the simulation game SimCity as a pedagogical tool in higher education, indicating that it involves software utilized for educational purposes. The text mentions the use of specific software (SimCity) in a structured educational context, which qualifies as research software since it is used to facilitate learning and analyze educational outcomes.",success
lni273,2017,B32 Eine extravertierte und eine gewissenhafte Person in jeder Lerngruppe! Effekte der Verteilung von Persoenlichkeitsmerkmalen auf Zufriedenheit und Lernergebnis.pdf,1,"The article discusses the development and use of an algorithmic approach for forming learning groups, specifically mentioning a plugin for Moodle called MoodlePeers, which is described as an OpenSource project under GNU General Public License. This indicates the presence of research software created for the purpose of optimizing group formation in educational settings.",success
lni273,2017,B33 Recomposing Small Learning Group at Scale - A Data-driven Approach and a SImulation Experiment.pdf,1,"The article describes a simulation system that includes various components such as a group composer, group interaction simulator, roles detector, machine learning component, and regrouping component. These components imply the use of algorithms and computational workflows developed for the research purpose of group re-composition in online learning contexts. The mention of machine learning methods and the iterative process of group composition further supports the presence of research software.",success
lni273,2017,B34 Teamwork assesment an peerwise scoring- Combining process and product assessment.pdf,0,"The article discusses teamwork assessment and peerwise scoring in educational settings, focusing on theoretical frameworks and scoring rubrics. It does not mention any specific research software, source code, algorithms, or computational workflows developed as part of the research process.",success
lni273,2017,B35 StudiDuell App - Mobiles Lernen mit interaktiven Hoersaalspielen.pdf,1,"The article describes the development of the 'StudiDuell' app, which is a mobile application created for interactive classroom games. It details the technical implementation using web technologies (HTML5, PHP, MySQL) and discusses the app's functionality, indicating that it includes source code and algorithms developed for educational purposes.",success
lni273,2017,B36 Eine Middleware Infrastruktur fuer das Teilen von Lerndaten und Diensten zwischen Bildungseinrichtungen.pdf,1,"The article discusses the development of a Middleware Infrastructure (MI) for educational purposes, which includes the creation of various software components such as APIs, editors, and a Learning Companion App. It specifically mentions the use of Java EE for implementation and the integration of software tools like openStudio and openPresentation, indicating that research software was developed as part of the project.",success
lni273,2017,B37 Moving freely while staying on track - Smart Glasses to Support Lecturers.pdf,1,"The article discusses the development of a Google Glass application, which includes a backend system using HTML presentation frameworks and WebSocket protocols. It describes the implementation of the app using the Glass Development Kit (GDK) and mentions specific algorithms and interaction models for navigating slides, indicating the presence of research software created for the purpose of enhancing lecture delivery.",success
lni273,2017,B38 DIAL - Ein BigBlueBotton-basiertes System fuer interaktive Live-Uebertragungen von Vorlesungen.pdf,1,"The article discusses DIAL, a system based on the BigBlueButton platform, which involves the development of a PHP-based web application and a server-side interface that facilitates interaction during live lectures. This indicates the presence of software components created for research purposes, specifically for enhancing e-learning and interactive lecture delivery.",success
lni273,2017,B39 Seamless Learning in Lake Constance Region.pdf,1,"The article discusses the development of a technological platform as part of a seamless learning project, which includes the creation of software tools and system support for educational purposes. It mentions the optimization of tool architecture and functionalities, indicating that research software was developed to support the project's objectives.",success
lni273,2017,B4 PalmQA- Ein Frage-Antwort.Ensemble fuer selbgesteuertes Lernen.pdf,1,"The article describes the development of a prototype Question-Answering ensemble system (PalmQA) that integrates various open-source systems and APIs, indicating the presence of software components. It discusses the implementation of microservices, Docker containers, and specific algorithms for keyphrase extraction and distributional semantics, which are all indicative of research software created for the purpose of enhancing e-learning and research.",success
lni273,2017,B40 Das E-Portfolio in der Koelner LehrerInnenbildung.pdf,0,"The article discusses the use of an electronic portfolio system (ILIAS) and 360° videos as tools for reflection in teacher education, but it does not mention any specific research software, source code, algorithms, or computational workflows created for the research purpose.",success
lni273,2017,B41 Modulares Lernen online- ein interaktiver Brueckenkurs in das Geophysik-Masterstudium (iBRIDGE).pdf,1,"The article discusses an online course that includes modules on software used for geophysical modeling, indicating the presence of educational content related to research software. Additionally, it mentions the creation of a digital teaching resource pool, which may involve software development for educational purposes.",success
lni273,2017,B42 Vergleichbare Bewertung verschiedener videobasierter Lernmodule am Beispiel Geophysik.pdf,0,"The article discusses the evaluation of online courses and e-assessments but does not mention any specific research software, source code, algorithms, or computational workflows developed as part of the research process. It focuses on pedagogical approaches and evaluation methods rather than software development.",success
lni273,2017,B43 Qualitaetsgesicherte E-Assesments im Student Life Cycle.pdf,0,"The article discusses the implementation and quality assurance of E-Assessments in an educational context but does not mention any specific research software, source code, algorithms, or computational workflows created for the research process. It focuses on the application of E-Assessments rather than the development of software.",success
lni273,2017,B44 Einfuehrung in das wissenschaftliche Arbeiten und Publizieren mittels Blended Learning in der informatischen Fachdidaktik.pdf,1,"The article discusses the development of an open-source online book using tools like GitLab and Jekyll, which are associated with software development. It also mentions the creation of algorithms related to 'Overlapping Community Detection' and the use of a developed tool for animation and visualization, indicating the presence of research software components.",success
lni273,2017,B45 Ein Chatbot fuer die Erstellung von Uebungsaufgaben im E-Learning.pdf,1,"The article discusses the development of a chatbot for creating exercise tasks in e-learning, which implies the creation of software (the chatbot itself) as part of the research process. The text mentions a prototype that interacts with users and processes input to generate QTI tasks, indicating that there is software involved in the implementation of this research.",success
lni273,2017,B46 arsnova.click - App fuer Live-Quizze im MINT Unterricht.pdf,1,"The article discusses the development of the open-source quiz application 'arsnova.click', which is explicitly stated to be an Open-Source project developed by students and hosted on GitHub. This indicates the presence of source code and software created for research and educational purposes.",success
lni273,2017,B47 Learning Analytics in Academic Writing Instruction - Opportunities Provided by Thesis Writer (TW).pdf,1,"The article discusses 'Thesis Writer (TW)', a technology-supported learning environment specifically designed for academic writing instruction. It includes features such as a tracking function for user interactions and an online editor optimized for producing academic text, which indicates the presence of software developed for research purposes.",success
lni273,2017,B48 AiX-Analytics- Analytics Tool at RWTH Aachen University.pdf,1,"The article describes the AiX-Analytics prototype, which is a web-based analytics tool that visualizes usage statistics and analytics of a learning platform. It mentions components such as a RESTful application engine and user interfaces, indicating that software was developed for research purposes to analyze learning data. This suggests the presence of research software.",success
lni273,2017,B49 Mediengestaltung und -einbettung in Moodle zur Vorbereitung von Learning Analytics auf Modulebene.pdf,1,"The article discusses the implementation of a 'foliengenaues' forum integrated with Moodle, which involves tracking student interactions with learning materials. This indicates the development of software functionalities for learning analytics, suggesting the presence of research software related to data tracking and analysis.",success
lni273,2017,B5 Entwicklung und Durchfuehrung computerbasierteer Tests zur Messung von Musikkompetenzen.pdf,1,"The article discusses the development and implementation of a computer-based testing system for measuring music competencies, which includes specific software components like TAO and the ColorPiano. These software tools are integral to the research process, indicating the presence of research software.",success
lni273,2017,"B50 optes - Mathematik, Lernprozessbegleitung und wie das mit ePortfolios zusammenpasst.pdf",1,"The article discusses the development of tools and instruments for the open-source learning management system ILIAS, including diagnostic tests and ePortfolio functionalities. These tools imply the existence of software components created for educational and research purposes, indicating that the article contains research software.",success
lni273,2017,B51 mod_groupformution- Moodle Plugin zur algorithmisch optimierten Lerngruppenbildung.pdf,1,"The article discusses the 'mod_groupformation' Moodle plugin, which is designed to automate the formation of optimized learning groups using the GroupAL algorithm. This indicates the presence of software developed for a research purpose, specifically for educational settings, thus qualifying as research software.",success
lni273,2017,B52 Das Web Based Training-Toolkit (WBT-T).pdf,1,"The article describes the WBT-Toolkit, which is a framework that includes a Low-Level JavaScript API and custom HTML components for integrating eLearning functionalities into web content. This indicates the presence of software developed for research purposes, specifically for enhancing web-based training systems.",success
lni273,2017,B6 Evaluation einer Statistiklehrveranstaltung mit dem JACK R-Modul.pdf,1,"The article discusses the development and implementation of the JACK R-module, which is an E-Assessment system that includes programming tasks using the R programming language. It describes the creation of a new task type for R programming, the use of R code for assessments, and the automated grading system that evaluates R submissions. This indicates the presence of research software related to educational assessment and programming.",success
lni273,2017,B7 Schulrechner wandern in die Cloud.pdf,1,"The article discusses the development and implementation of a 'Schul-Cloud' which includes various modules and functionalities that can be classified as research software. It mentions the creation of a cloud infrastructure for educational purposes, which involves software components such as secure cloud storage, web-based access, and collaborative tools. Additionally, the article refers to the integration of existing solutions and the development of new components, indicating the presence of software created for research and educational purposes.",success
lni273,2017,B8 A Crowdsourcing-based Learning Approach to activate Active Learning.pdf,0,"The article discusses a crowdsourcing-based learning approach and its empirical evaluation but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process. It focuses on educational methods and student involvement rather than software development.",success
lni273,2017,B9 Akzeptanz von e-Learning-Strukturen in Hygieneweiterbildungen.pdf,1,"The article describes the use of Elgg, a social networking software, to create a Web 2.0 based e-learning structure. This indicates the presence of research software as it involves a specific software application developed for educational purposes within the research context.",success
lni284,2018,proceedings_01.pdf,1,"The article discusses the use of algorithms in Learning Analytics, including their application for predicting student performance and providing learning recommendations. This implies the presence of computational methods and possibly source code or scripts developed for these purposes, which qualifies as research software.",success
lni284,2018,proceedings_02.pdf,0,"The article discusses the impact of digitalization on education and reflects on the discourse surrounding technology-enhanced learning. It does not mention any specific research software, source code, algorithms, or computational workflows created for research purposes.",success
lni284,2018,proceedings_03.pdf,1,"The article describes the development of a web-based programming environment used for educational purposes, which includes features like enhanced error messages and data collection from student interactions. This indicates the presence of software created specifically for research purposes, as it involves algorithms and computational workflows to analyze student performance and predict dropout rates.",success
lni284,2018,proceedings_04.pdf,1,"The article discusses the implementation of a virtual tutor using an Intelligent Personal Assistant (IPA) based on Amazon Alexa, which involves the development of a prototype that includes various components such as an authoring system, a RESTful web service, and an Alexa skill. These components imply the existence of source code, algorithms, and scripts created for the research purpose of facilitating self-directed learning, thus qualifying as research software.",success
lni284,2018,proceedings_05.pdf,1,"The article discusses the development of a game-based training system called 'Lodur' that utilizes the Minecraft engine and a mobile app for socio-emotional training in individuals with autism. It details the technical architecture, including the use of a spigot server and mobile app integration, which indicates the presence of software components created for research purposes.",success
lni284,2018,proceedings_06.pdf,0,"The article discusses an innovative teaching concept (smileJ) and its implementation in higher education, focusing on pedagogical strategies and challenges. It does not mention any specific research software, source code, algorithms, or computational workflows created for research purposes.",success
lni284,2018,proceedings_07.pdf,0,"The article discusses the development and validation of a competency framework for measuring digital competencies among university educators. It focuses on the theoretical background, methodology, and results of a study involving surveys and statistical analyses. There is no mention of any research software, source code, algorithms, or computational workflows created for the research process.",success
lni284,2018,proceedings_08.pdf,1,"The article discusses the development of a prototypical integration solution between a web-based authoring tool and a Learning Management System (LMS) using the Learning Tools Interoperability (LTI) standard. This indicates the creation of software components or scripts for the integration process, which qualifies as research software.",success
lni284,2018,proceedings_09.pdf,1,"The article discusses the development of a series of user tasks for restructuring discussions into mind maps using crowdsourcing. It mentions a web-based application used for conducting the study, which implies the existence of software tools or scripts created for the research purpose. Additionally, the tasks designed for restructuring discussions suggest the involvement of algorithms or computational workflows.",success
lni284,2018,proceedings_10.pdf,1,"The article describes the development and integration of interactive features (such as video tagging, flashcards, and quizzes) into an existing blended learning course using H5P and Moodle. It mentions the creation of new H5P libraries and modifications to existing plugins, which indicates the presence of source code and algorithms developed for research purposes.",success
lni284,2018,proceedings_11.pdf,1,"The article discusses a Serious Game called 'Lost in Antarctica,' which is described as an Open Source Browserspiel (browser game) developed for educational purposes. This indicates the presence of research software, as it involves the creation of a digital application (game) that includes algorithms and scripts for its functionality, aligning with the definition of research software.",success
