lni_edition,year,filename,label_research_software,label_research_software_justification,label_software_evaluation,label_software_evaluation_justification,label_empirical_study,label_empirical_study_justification,status
lni218,2013,155.pdf,0,"The article does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",0,There is no evaluation of any software quality characteristics present in the article; it does not assess or critique any software.,1,"The article describes an empirical study involving the implementation and assessment of a 1:1 notebook project in a school setting, which includes data collection and analysis of teacher and student experiences.",success
lni218,2013,167.pdf,1,"The article describes the development of a web-based learning environment called eledSQL, which is specifically designed for teaching databases and SQL in secondary education. This indicates the presence of research software created for educational purposes.",1,"The article includes a section on the empirical testing of the eledSQL software in classroom settings, where the effectiveness and usability of the software are assessed based on student and teacher feedback, indicating an evaluation of the software's quality characteristics.",1,"The article reports on an empirical study conducted in two classes, where the software was tested in a real educational context. It includes data collection through surveys and assessments to evaluate the learning outcomes and user experiences, fitting the criteria for empirical research.",success
lni218,2013,179.pdf,1,"The article discusses the development and implementation of a tutoring tool (feedbackr) for the WordPress platform, which qualifies as research software created for educational purposes.",1,"The article includes evaluation results from the first implementation phase of the tutoring tool, assessing its effectiveness in promoting student interaction and learning processes, which indicates an evaluation of the software's quality characteristics.",1,"The article presents an empirical study based on the implementation of the blog system in a large lecture, including data collection through an online questionnaire and analysis of student interactions, which aligns with the criteria for empirical research.",success
lni218,2013,191.pdf,1,"The article discusses the Metafora project, which includes a web-based learning platform and various integrated learning tools, indicating the presence of research software developed for educational purposes.",1,"The article mentions a systematic evaluation of the feedback generated by the software, which suggests that the quality characteristics of the software are being assessed.",1,"The article describes the implementation of the Metafora system in various educational settings, collecting data from user interactions and analyzing it, which aligns with the criteria for empirical research.",success
lni218,2013,203.pdf,1,"The article discusses the development of the LearningApps.org authoring tool, which is a web-based application designed for creating interactive learning modules. This qualifies as research software since it involves the creation of a computational tool for educational purposes.",1,"The article includes an evaluation of the LearningApps.org tool through empirical studies and user feedback, assessing its effectiveness and usability in educational settings. This indicates that the quality characteristics of the software are being evaluated.",1,"The article describes an empirical study that involves the iterative development and evaluation of the software, including qualitative and quantitative assessments of its use in educational contexts. This aligns with the criteria for empirical research as it involves systematic investigation and analysis.",success
lni218,2013,215.pdf,1,"The article describes the development of 'Tutonium', a tutorial tool for web applications, which includes the use of Selenium for creating tutorials. This indicates the presence of research software as it involves algorithms and scripts created for the research purpose of developing interactive tutorials.",0,"While the article discusses the functionality and user experiences of the software, it does not provide a systematic evaluation of the software's quality characteristics or performance metrics, which is necessary for a formal software evaluation.",1,"The article includes user experiences and feedback from individuals who utilized the tutorials, indicating an empirical approach to understanding the effectiveness of the software in real-world applications. This aligns with the criteria for empirical research.",success
lni218,2013,227.pdf,1,"The article discusses the development and integration of a software system (JACK) for automatic evaluation of free-text answers, indicating the presence of research software created for this purpose.",1,"The article evaluates the performance of the software by comparing its automated scoring with manual evaluations, thus assessing the quality characteristics of the software.",1,"The article describes an empirical study where the software is used to evaluate student responses, involving data collection and analysis of the scoring results, which aligns with the criteria for empirical research.",success
lni218,2013,23.pdf,0,"The article does not mention any specific research software, source code, algorithms, or computational workflows that were created or utilized during the research process.",0,"There is no evaluation of any research software in the article, as it does not discuss quality characteristics or performance metrics of any software.",1,"The article presents an empirical study based on a survey of gamers to identify processes in popular digital games, which involves hypothesis testing and data analysis.",success
lni218,2013,233.pdf,1,"The article discusses two specific research software tools, 'Graja' and 'aSQLg', which are developed for automated program evaluation in educational settings. These tools are integral to the research presented in the article, indicating the presence of research software.",1,"The article includes an evaluation of the software tools 'Graja' and 'aSQLg', assessing their effectiveness and usability based on feedback from students and tutors. This evaluation focuses on the quality characteristics of the software, fulfilling the criteria for software evaluation.",1,"The article describes an empirical study that involves collecting and analyzing survey data from students and tutors regarding their experiences with the software tools. This aligns with the definition of empirical research, as it involves hypothesis-testing and descriptive analysis based on collected data.",success
lni218,2013,239.pdf,1,"The article describes a context-aware question and answering module as part of a learning platform, which implies the presence of research software developed for community-based learning.",1,"The article discusses the evaluation of the design concept through workshops with future users, indicating that the software's functionalities and user experiences were assessed.",1,"The article outlines a project involving real-world applications and user interactions, suggesting that it employs empirical methods to assess the effectiveness of the software in a practical context.",success
lni218,2013,245.pdf,1,"The article discusses the development of the LeMo tool, which is a learning analytics application designed to analyze usage data from online and blended learning scenarios. This indicates the presence of research software created for a specific research purpose.",1,"The article includes a section on implemented analyses and discusses the results of these analyses, indicating that the software's effectiveness and usability are being evaluated through its application in a real educational context.",1,"The article describes a case study involving the use of the LeMo tool in an educational setting, where it analyzes student activity data. This aligns with the characteristics of empirical research, as it involves data collection and analysis to draw conclusions about learning behaviors.",success
lni218,2013,251.pdf,0,"The article discusses success factors for Technology Mediated Learning Services but does not mention any specific research software, algorithms, or computational workflows created during the research process.",0,The article does not evaluate any research software; it focuses on identifying success factors rather than assessing the quality or performance of any software.,1,"The article is based on a Delphi study, which is a recognized empirical research method involving expert evaluations to derive success factors, thus qualifying it as an empirical study.",success
lni218,2013,257.pdf,0,"The article discusses the evaluation of an online learning game but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",1,"The article evaluates the learning game through expert evaluation and the method of thinking aloud, identifying usability issues and quality characteristics of the software.",1,"The article describes an empirical study where the learning game is evaluated by experts, involving systematic observation and analysis of usability problems, which aligns with empirical research methodologies.",success
lni218,2013,263.pdf,1,"The article discusses the use of Adobe Connect for conducting webinars, which qualifies as research software since it is a tool utilized for educational and research purposes in the context of E-Learning.",0,The article does not evaluate the quality characteristics of Adobe Connect or any other software; it primarily focuses on the experiences and recommendations for conducting webinars rather than assessing software performance or quality.,0,"The article is a workshop or experience report rather than an empirical study. It does not present hypothesis-testing or descriptive empirical research, nor does it utilize statistical methods or analysis typical of empirical studies.",success
lni218,2013,269.pdf,1,"The article describes the development of a location-based learning game called ZuseQuest, which is implemented as a web app. This indicates the presence of research software created for educational purposes.",0,The article does not provide an evaluation of the software's quality characteristics or effectiveness; it primarily focuses on the description and implementation of the game rather than assessing its performance or user experience.,1,"The article discusses the use of the ZuseQuest game in an educational context, suggesting that it is designed to facilitate learning and knowledge acquisition, which aligns with empirical research methodologies in educational settings.",success
lni218,2013,273.pdf,1,"The article presents a framework for creating simulations for behavioral therapy, which includes a prototypical implementation in Java. This indicates the presence of research software as it involves source code and a computational workflow developed for research purposes.",1,"The article discusses the evaluation of the software's effectiveness and usability, mentioning that tests are being developed in cooperation with psychologists to assess the software's impact, which qualifies as an evaluation of the software.",1,"The article outlines plans for empirical testing of the software in real-world applications, indicating that it will be used to conduct empirical research to evaluate its effectiveness in therapy, thus qualifying it as an empirical study.",success
lni218,2013,277.pdf,1,"The article contains research software, as it discusses algorithms and scripts developed during the research process.",1,"The article evaluates the quality characteristics of the research software, providing insights into its performance and effectiveness.",1,"The article is an empirical study, as it involves hypothesis-testing and utilizes statistical methods to analyze data collected during the research.",success
lni218,2013,281.pdf,1,"The article discusses the use of the Safe Exam Browser (SEB) and virtual desktop infrastructure (VDI) as part of the examination process, indicating the presence of research software utilized for educational assessments.",1,"The article evaluates the effectiveness and reliability of the Safe Exam Browser and the VDI setup in the context of online examinations, discussing their performance and security features, which constitutes a software evaluation.",1,"The article describes empirical testing of the VDI examination environment, including the performance of the system during actual examinations, which aligns with the criteria for empirical research.",success
lni218,2013,285.pdf,1,"The article discusses the edb-Portal, which includes various tools and applications designed for educational purposes in the field of databases. These tools, such as the Multiple-Choice-Test (MCT) and various trainers, qualify as research software as they were developed for a specific educational research purpose.",1,"The article includes an evaluation of the edb-Portal based on user feedback collected through a survey. It assesses the effectiveness of different tools in enhancing students' understanding of learning content, which indicates an evaluation of the software's quality characteristics.",1,"The article presents empirical research through the analysis of survey data collected from users of the edb-Portal. This data is used to draw conclusions about the effectiveness of the software in improving learning outcomes, fitting the criteria for an empirical study.",success
lni218,2013,289.pdf,1,"The article presents the software tool BoardBase, which is specifically designed for document management in collaborative learning environments. This indicates the presence of research software developed for a specific research purpose.",1,"The article discusses the evaluation of BoardBase in the context of its application in learning projects at FH Düsseldorf, suggesting that the software's effectiveness and features are being assessed.",1,"The article mentions that BoardBase is currently being evaluated in learning projects, which implies that it is being used in an empirical study setting to assess its impact on collaborative learning.",success
lni218,2013,293.pdf,1,"The article discusses the development of a computer-based diagnostic tool called 'otu.lea' specifically designed for functional illiterates, indicating the presence of research software created for a research purpose.",1,"The article describes multiple usability studies conducted to evaluate the software's usability and effectiveness, which involves assessing quality characteristics of the software.",1,"The article presents empirical studies that involve usability testing with participants, which aligns with the criteria for empirical research as it includes systematic methods and analysis.",success
lni218,2013,297.pdf,1,"The article discusses ARSnova, an audience response system developed as an HTML5 app, which qualifies as research software since it was created for educational purposes and is available for use in academic settings.",1,"The article mentions an evaluation project assessing the usability and pedagogical effectiveness of ARSnova, indicating that the software's quality characteristics are being evaluated in various educational contexts.",1,"The article describes an empirical study evaluating the use of ARSnova in a flipped classroom setting, where the software is used to gather data on student engagement and learning outcomes, fitting the criteria for empirical research.",success
lni218,2013,35.pdf,1,"The article discusses the use of the web-based teaching and assessment system 'JACK', which is a research software developed for educational purposes. It details its functionalities and how it was utilized in the study, indicating the presence of research software.",0,"While the article describes the use of the software and discusses its impact on student motivation, it does not provide a formal evaluation of the software's quality characteristics or performance metrics. The focus is more on observations rather than a systematic evaluation of the software itself.",1,"The article presents an empirical study that investigates the relationship between different question formats in the software and student motivation. It includes observations and data collection from student interactions with the software, fitting the criteria for empirical research.",success
lni218,2013,47.pdf,1,"The article discusses the implementation and use of e-Lernkarten, which are electronic learning cards developed for educational purposes. This indicates the presence of research software as it involves a web platform and mobile application for creating and using these cards.",1,"The article evaluates the e-Lernkarten approach by assessing user acceptance and the effectiveness of the software in enhancing learning outcomes. It discusses feedback from users and the evaluation of the software's usability and impact on learning, which constitutes a software evaluation.",1,"The article presents an empirical study that investigates the acceptance and usage of e-Lernkarten in educational settings. It employs data collection methods such as surveys and database analysis to assess the impact of the software on learning, fitting the criteria for an empirical study.",success
lni218,2013,59.pdf,1,"The article describes the Mobilogue system, which is a tool for creating and executing mobile learning scenarios. This indicates the presence of research software developed for educational purposes.",1,"The article includes an evaluation of the Mobilogue application, assessing its usability and effectiveness in educational settings, which qualifies as an evaluation of the software's quality characteristics.",1,"The article reports on an empirical study conducted with students using the Mobilogue application, including pre- and post-tests to measure knowledge gain, which aligns with the criteria for empirical research.",success
lni218,2013,71.pdf,1,"The article presents the GroupAL algorithm, which is a computational method developed for the formation and evaluation of learning groups in E-Learning scenarios. This indicates the presence of research software as it involves algorithms and computational workflows.",1,"The article includes an evaluation of the GroupAL algorithm, comparing its performance against other existing algorithms. This evaluation assesses the quality characteristics of the software, indicating that it evaluates the research software.",1,"The article describes an empirical study where the GroupAL algorithm is tested in various scenarios with participants. The evaluation of the algorithm's performance based on the KohortenPerformanceIndex (KPI) and GroupPerformanceIndex (GPI) involves hypothesis-testing and statistical analysis, qualifying it as an empirical study.",success
lni218,2013,83.pdf,1,"The article discusses the development and implementation of a CSCL script for collaborative learning processes, which qualifies as research software since it involves a specific computational workflow designed for educational purposes.",1,"The article evaluates the effectiveness of the CSCL script through a study involving student interactions, assessing the quality of the collaborative processes facilitated by the software.",1,"The article presents an empirical study involving 32 students, where the CSCL script was tested and evaluated based on specific hypotheses regarding collaborative interactions, thus fitting the criteria for empirical research.",success
lni218,2013,95.pdf,1,"The article discusses the use of logfiles from Learning Management Systems (LMS) and School Information Systems (SIS) for analyzing organizational culture in schools, indicating the presence of research software in the form of data mining methods and tools used for analysis.",0,"While the article utilizes software for data analysis, it does not focus on evaluating the quality characteristics of the software itself. The emphasis is on the analysis of data rather than on assessing the software's performance or effectiveness.",1,"The article is an empirical study as it involves the analysis of logfiles to draw conclusions about communication processes and organizational culture in schools, employing data mining methods to analyze user behavior, which aligns with empirical research methodologies.",success
lni233,2014,109.pdf,1,"The article presents the ScratchDrone framework, which includes a modular system architecture and programming interfaces for controlling drones using Scratch, indicating the presence of research software developed for educational purposes.",1,"The article discusses initial evaluation results of ScratchDrone, focusing on its motivational impact on students and how it facilitates learning programming, which implies an evaluation of the software's effectiveness in an educational context.",1,"The article describes an empirical study involving the implementation of ScratchDrone in classrooms, collecting feedback from students and analyzing their experiences, which aligns with the criteria for empirical research.",success
lni233,2014,121.pdf,1,"The article discusses the development and use of a web-based Classroom Response System (CRS) called PINGO, which qualifies as research software since it was created for educational purposes and is utilized in the research process.",1,"The article evaluates the effectiveness and impact of the PINGO system on learning processes, including aspects like user acceptance and communication dynamics, which indicates an evaluation of the software's quality characteristics.",1,"The article presents a qualitative empirical study that investigates the use of the PINGO system in educational settings, analyzing student feedback and learning outcomes, thus fulfilling the criteria for being an empirical study.",success
lni233,2014,127.pdf,1,"The article discusses the INTUITEL project, which involves the development of a new approach to adaptive learning that includes specific software components such as the INTUITEL Engine and various tools for processing learning content. This indicates the presence of research software created for the purpose of enhancing educational technology.",1,"The article evaluates the INTUITEL system's components and their effectiveness in addressing issues related to MOOCs and adaptive learning. It discusses how the system analyzes learning pathways and provides recommendations, which implies an evaluation of the software's quality and functionality in a practical context.",1,"The article describes the implementation of the INTUITEL system across multiple eLearning platforms and discusses the analysis of learning processes based on collected data. This suggests that the research involves empirical methods to assess the effectiveness of the software in real educational settings, aligning with the criteria for an empirical study.",success
lni233,2014,13.pdf,0,"The article does not mention any research software, source code, algorithms, or computational workflows created during the research process.",0,"There is no evaluation of any research software in the article, as it does not discuss the quality characteristics of any software.",1,"The article presents findings from a study that analyzes the workload and learning behavior of students, which involves empirical data collection and analysis, thus qualifying it as an empirical study.",success
lni233,2014,133.pdf,1,"The article describes the development of a Moodle plug-in for analyzing and marking the accessibility of PDF documents, which qualifies as research software created for a specific research purpose.",1,"The article includes a user test and evaluation of the plug-in's usability, indicating that the quality characteristics of the software are assessed through user feedback and expert testing.",1,"The article presents an empirical study involving user testing with a blind participant, which aligns with the criteria for empirical research as it tests the software's effectiveness in a real-world context.",success
lni233,2014,139.pdf,1,"The article discusses the development of a software tool called the Kompetenz-Check, which is designed for competency assessment in vocational training. This indicates the presence of research software as it involves a computational tool created for a specific research purpose.",1,"The article outlines an evaluation design that includes phases to assess the usability and effectiveness of the Kompetenz-Check software. It mentions qualitative surveys and the examination of the software's impact on training quality, indicating that the software is being evaluated.",1,The article describes an empirical study that involves qualitative assessments and user feedback to evaluate the software's effectiveness in enhancing vocational training. This aligns with the criteria for empirical research as it involves systematic data collection and analysis.,success
lni233,2014,14.pdf,0,"The article discusses analytics and data mining techniques but does not mention any specific research software, source code, or computational workflows created for the research.",0,There is no evaluation of any research software in the article; it focuses on the process and findings rather than assessing the quality of any software.,1,"The article reports findings from empirical research involving gaze and clickstream data analytics, indicating it employs empirical methods to analyze learning indicators.",success
lni233,2014,145.pdf,1,"The article presents a method for forming study groups based on the usage of online resources, which involves algorithms and computational processes. This indicates the presence of research software related to group formation algorithms.",1,"The article evaluates the effectiveness of the proposed algorithm for group formation by comparing algorithmically generated groups with actual groups formed by students, thus assessing the quality of the software's output.",1,"The study involves empirical research as it tests the algorithm's effectiveness in a real educational setting, analyzing the group formations based on resource usage data, which aligns with the criteria for empirical research.",success
lni233,2014,15.pdf,1,"The article discusses the implementation of an online learning module that includes interactive learning objects and an online exercise system, which can be classified as research software developed for educational purposes.",0,"While the article presents findings related to the use of the online learning module, it does not focus on evaluating the quality characteristics of the software itself, such as usability or performance metrics.",1,"The article describes an empirical study that involves measuring student competencies and analyzing learning behaviors, utilizing statistical methods to assess the effectiveness of the online learning module.",success
lni233,2014,151.pdf,1,"The article describes the development of a web-based application called QuesTanja, which incorporates gamification elements into educational units. This indicates the presence of research software created for the purpose of enhancing learning through gamification.",1,"The article evaluates the effectiveness of the QuesTanja application through empirical trials conducted in classrooms, assessing its impact on student engagement and learning outcomes, which constitutes an evaluation of the software's quality and effectiveness.",1,"The article reports on empirical studies where the QuesTanja software was tested in real classroom settings, collecting data on student engagement and performance, thus fulfilling the criteria for an empirical study.",success
lni233,2014,157.pdf,1,"The article discusses the Learning Context Project, which involves the development of a centralized system for capturing and modeling context information from various devices. This indicates the presence of research software that facilitates the collection and analysis of context data.",0,"While the article describes the functionalities and goals of the software, it does not provide an evaluation of the software's quality characteristics or performance metrics, which is necessary for a software evaluation classification.",1,"The article outlines a project that involves empirical methods for collecting context information through various sensors and applications, suggesting that it employs empirical research methodologies to analyze and utilize the data collected.",success
lni233,2014,163.pdf,1,"The article discusses the Click2Vote platform, which is a web-based integration system for various Personal Response Systems (PRS). It describes the software architecture and the development of different software clients, indicating the presence of research software created for the purpose of enhancing educational engagement.",0,"While the article presents the Click2Vote system and its functionalities, it does not provide an evaluation of the software's quality characteristics or performance metrics. There is no assessment of how well the software meets specific criteria or user needs.",0,The article does not present an empirical study. It focuses on the development and integration of the Click2Vote platform rather than testing hypotheses or conducting research that involves data collection and analysis. There are no statistical methods or empirical research processes described.,success
lni233,2014,169.pdf,1,"The article discusses the development and implementation of BeuthBadges, which involves the creation of software components for managing digital badges in various online environments such as Moodle, Mahara, and WordPress. This indicates the presence of research software as it includes algorithms and scripts for badge management.",1,"The article evaluates the effectiveness and usability of the BeuthBadges system in different educational contexts, assessing how well the software meets its intended goals of enhancing learning motivation and user engagement. This evaluation of quality characteristics qualifies as software evaluation.",1,"The article presents empirical studies conducted within the BeuthBadges project, where the impact of digital badges on learning processes and user engagement is tested and analyzed. This aligns with the criteria for empirical research as it involves hypothesis testing and the use of statistical methods to assess outcomes.",success
lni233,2014,181.pdf,1,"The article discusses the design and implementation of a MOOC software suite, which indicates the presence of research software developed for educational purposes.",1,"The article evaluates the functionality and implementation aspects of the MOOC software suite, discussing its effectiveness and potential improvements, which constitutes a form of software evaluation.",1,"The article describes the use of the MOOC platform in various educational contexts, including pilot courses and user feedback, which aligns with empirical research methodologies.",success
lni233,2014,193.pdf,1,"The article describes the implementation of a web application called WARP, which is used for training in UML activity diagrams and includes source code generation and execution. This qualifies as research software since it was created for educational and research purposes.",1,"The article evaluates the WARP application by providing feedback mechanisms and analyzing the effectiveness of the software through student performance and user feedback, indicating a focus on quality characteristics of the software.",1,"The article presents an empirical study where the WARP software was used in a classroom setting with students, collecting data on their performance and feedback, thus fulfilling the criteria for empirical research.",success
lni233,2014,205.pdf,1,"The article discusses the development of a modular university app framework, which implies the creation of software components for mobile applications. It outlines technical requirements and functionalities, indicating the presence of research software developed for educational purposes.",1,"The article includes an evaluation of various approaches and functionalities of the university app framework, assessing strengths and weaknesses based on user needs and technical requirements. This indicates that the quality characteristics of the software are being evaluated.",1,"The article describes an empirical study involving a media usage survey conducted among students to derive essential technical requirements for the app. This aligns with the criteria for empirical research, as it involves data collection and analysis to inform the development of the software.",success
lni233,2014,217.pdf,1,"The article discusses the use of the audience response system eduVote, which is a software application utilized for mobile learning in educational settings. This qualifies as research software since it was created for a research purpose and is integral to the study's methodology.",1,The article evaluates the eduVote software by analyzing student feedback and satisfaction regarding its usability and effectiveness in enhancing interactivity during lectures. This evaluation focuses on quality characteristics such as ease of use and impact on learning outcomes.,1,"The article presents an empirical study that investigates the implementation of the eduVote system in two different educational settings (a mass lecture and a seminar). It employs surveys to gather data on student experiences and satisfaction, which aligns with the criteria for empirical research.",success
lni233,2014,229.pdf,1,"The article discusses the use of the OPAL learning platform and mentions the development of online courses, which implies the presence of research software created for educational purposes.",1,"The article includes a detailed evaluation framework based on Kirkpatrick's model, assessing the quality and effectiveness of the online courses, indicating that the software's quality characteristics are being evaluated.",1,"The article presents empirical data collected from student feedback and evaluations of the online courses, which aligns with the criteria for empirical research as it involves systematic data collection and analysis.",success
lni233,2014,241.pdf,1,"The article describes the development of the Adaptive Learning Module (ALM) as an extension of the open-source learning platform ILIAS, which includes algorithms and scripts for real-time eye-tracking and adaptive learning content. This indicates the presence of research software created for the purpose of the study.",1,"The article discusses the application of the ALM in various studies, evaluating its effectiveness in adapting learning content based on user interactions and gaze data. This evaluation of the software's performance in real-world scenarios qualifies as a software evaluation.",1,"The article outlines empirical research conducted using the ALM, including studies on self-regulated learning and the effectiveness of adaptive learning strategies. The use of statistical methods to analyze gaze data and learning outcomes indicates that it is an empirical study.",success
lni233,2014,253.pdf,1,"The article discusses the development and implementation of mobile learning tools, specifically mentioning the use of QR codes and an online reporting tool (BLoK) as part of the educational process. These tools qualify as research software since they were created for educational purposes and are integral to the research project.",1,"The article evaluates the effectiveness and usability of the online reporting tool (BLoK) and the QR code applications in the educational context. It discusses feedback from students and teachers regarding their experiences, which indicates an evaluation of the software's quality and impact on learning.",1,"The article presents findings from a project that involved empirical research methods, including the collection of qualitative data through surveys and feedback from students and teachers. This aligns with the criteria for empirical studies, as it involves systematic investigation and analysis of the educational tools' effectiveness.",success
lni233,2014,259.pdf,1,"The article describes a training system for SQL queries (ÜPS) that includes software components such as a web-based interface, feedback mechanisms, and a database management system, indicating the presence of research software developed for educational purposes.",1,"The article includes an evaluation of the ÜPS system, discussing its effectiveness based on student engagement, error reduction, and feedback from users, which assesses the quality and impact of the software.",1,"The article presents empirical research by measuring student performance and engagement with the software, using statistical comparisons of error rates and test results, thus fulfilling the criteria for an empirical study.",success
lni233,2014,265.pdf,0,"The article discusses challenges and solutions related to electronic assessments in mathematics but does not mention any specific research software, algorithms, or computational workflows developed as part of the research.",0,There is no evaluation of any research software in the article. The focus is on discussing challenges and potential solutions rather than assessing the quality or effectiveness of any software.,1,"The article is an empirical study as it investigates the implementation of electronic assessments in mathematics, discusses learning outcomes, and evaluates initial results from pilot applications, indicating a systematic approach to empirical research.",success
lni233,2014,27.pdf,1,"The article discusses the use of CSCL (Computer-Supported Collaborative Learning) scripts, which are considered research software as they are designed to facilitate learning processes in groups. The mention of these scripts indicates the presence of software developed for research purposes.",1,"The article evaluates the effectiveness of different types of CSCL scripts (formal and informal) in enhancing group learning outcomes. It discusses the results of a quasi-experimental study that compares these scripts, thus providing an evaluation of their quality and effectiveness.",1,"The article presents findings from a quasi-experimental study that tests the impact of CSCL scripts on group learning, which involves hypothesis testing and the use of statistical methods to analyze the results. This aligns with the criteria for empirical research.",success
lni233,2014,271.pdf,1,"The article discusses the use of the OPAL learning management system (LMS) as a platform for conducting MOOCs, indicating that it involves research software developed for educational purposes.",1,"The article evaluates the OPAL LMS in terms of its functionality and suitability for xMOOCs, discussing the challenges and adaptations made to improve its effectiveness as a MOOC platform.",1,"The article describes the implementation of an open online course (xMOOC) and reports on participant engagement and course outcomes, which aligns with empirical research methodologies.",success
lni233,2014,277.pdf,0,"The article does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",0,There is no evaluation of any research software in the article; it does not assess the quality characteristics of any software.,1,"The article conducts an empirical study through expert interviews and qualitative content analysis to gather data about the market for Audience Response Systems, which aligns with the criteria for empirical research.",success
lni233,2014,286.pdf,1,"The article describes the development and use of a Q&A system designed to support service technicians, indicating that research software was created for this purpose.",1,"The article conducts a usability study to evaluate the Q&A system, assessing its usability and gathering feedback from users, which constitutes an evaluation of the software's quality characteristics.",1,"The article presents an empirical study involving a usability test with participants from the target group, employing methods such as questionnaires and observations to gather data on the software's usability.",success
lni233,2014,290.pdf,1,"The article discusses the Learning Analytics Tool LeMo, which is explicitly mentioned as an open-source software developed for analyzing learning activities. This indicates the presence of research software.",1,"The article includes a quantitative evaluation of the LeMo software based on a survey conducted among its users, assessing usability and relevance for teaching, which qualifies as an evaluation of the software's quality characteristics.",1,"The article presents an empirical study involving a survey of users to gather data on their experiences and perceptions of the LeMo tool, thus employing empirical research methods to analyze the software's impact on teaching.",success
lni233,2014,294.pdf,1,"The article describes the development of SMASH, a system for interactive scenarios in lectures, which qualifies as research software since it involves the creation of a platform that can be used for educational purposes and includes elements like a web application and XML structures for scenario definition.",0,The article does not provide an evaluation of the software's quality characteristics or performance metrics; it focuses on the description and functionality of the software rather than assessing its effectiveness or reliability.,1,"The article outlines a plan for empirical testing of the software in a beta phase with selected instructors, indicating that it will be used to conduct empirical research in educational settings, thus qualifying it as an empirical study.",success
lni233,2014,297.pdf,1,"The article discusses the use of a CSCL (Computer-Supported Collaborative Learning) script and references a specific learning environment (VI-LAB) that includes functionalities for video-based learning, indicating the presence of research software developed for the study.",0,"While the article presents a research design involving the use of software, it does not explicitly evaluate the quality characteristics of the software itself. The focus is more on the comparative study of learning interactions rather than assessing the software's performance or effectiveness.",1,"The article outlines a 2x2 factorial design for an empirical study that tests hypotheses regarding collaborative learning interactions, utilizing log data for analysis. This indicates that the research follows empirical methods to investigate the effects of the CSCL script on learning outcomes.",success
lni233,2014,301.pdf,1,"The article discusses the integration of the grader 'aSQLg' into the LMS Moodle, which qualifies as research software since it involves a specific tool developed for automated grading of SQL tasks.",1,"The article evaluates the usability and effectiveness of the integrated grading system through a survey of participants, assessing aspects like feedback quality and user experience, which constitutes an evaluation of the software.",1,"The study involves empirical research as it collects data from participants through a questionnaire to assess the integration of the software in a real educational setting, thus following a structured empirical research methodology.",success
lni233,2014,305.pdf,1,"The article discusses the use of WIRIS quizzes, which is a research software tool integrated into the Moodle LMS for creating online self-assessments in mathematics. This indicates the presence of research software as it involves computational workflows and functionalities specific to the research context.",1,"The article evaluates the WIRIS software by discussing its capabilities, advantages, and challenges encountered during its implementation in educational assessments. This evaluation of the software's quality characteristics is evident in the authors' reflections on their experiences and the effectiveness of the tool.",1,The article describes an empirical study where the authors implemented WIRIS quizzes in a real educational setting (Hochschule Pforzheim) to assess students' understanding of mathematical concepts. The use of online self-assessments and the collection of data on student performance indicate that it follows empirical research methodologies.,success
lni233,2014,308.pdf,1,"The article discusses the development of the 'DeterminationApp', which is a software application designed for mobile devices to assist in biological species identification. This indicates the presence of research software created for a specific research purpose.",0,The article does not provide an evaluation of the software's quality characteristics or performance. It focuses on the development and intended use of the software rather than assessing its effectiveness or reliability.,0,"The article does not present an empirical study. It describes the software's design and objectives but does not include hypothesis testing, statistical analysis, or any empirical research methodology.",success
